NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N
Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil (Código),Brasil,Ano (Código),Ano,Variável (Código),Variável,Classificação Nacional de Atividades Econômicas (CNAE 2.0) (Código),Classificação Nacional de Atividades Econômicas (CNAE 2.0),Faixas de pessoal ocupado assalariado (Código),Faixas de pessoal ocupado assalariado
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117363,G Comércio; reparação de veículos automotores e motocicletas,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117363,G Comércio; reparação de veículos automotores e motocicletas,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117484,"H Transporte, armazenagem e correio",9504,Total
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117484,"H Transporte, armazenagem e correio",9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117484,"H Transporte, armazenagem e correio",46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117484,"H Transporte, armazenagem e correio",73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117543,I Alojamento e alimentação,9504,Total
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117543,I Alojamento e alimentação,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117543,I Alojamento e alimentação,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117543,I Alojamento e alimentação,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117555,J Informação e comunicação,9504,Total
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117555,J Informação e comunicação,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117555,J Informação e comunicação,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117555,J Informação e comunicação,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117608,"K Atividades financeiras, de seguros e serviços relacionados",9504,Total
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117608,"K Atividades financeiras, de seguros e serviços relacionados",9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117608,"K Atividades financeiras, de seguros e serviços relacionados",46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117608,"K Atividades financeiras, de seguros e serviços relacionados",73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117666,L Atividades imobiliárias,9504,Total
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117666,L Atividades imobiliárias,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117666,L Atividades imobiliárias,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117666,L Atividades imobiliárias,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117673,"M Atividades profissionais, científicas e técnicas",9504,Total
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117673,"M Atividades profissionais, científicas e técnicas",9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117673,"M Atividades profissionais, científicas e técnicas",46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117673,"M Atividades profissionais, científicas e técnicas",73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117714,N Atividades administrativas e serviços complementares,9504,Total
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117714,N Atividades administrativas e serviços complementares,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117714,N Atividades administrativas e serviços complementares,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117714,N Atividades administrativas e serviços complementares,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117774,"O Administração pública, defesa e seguridade social",9504,Total
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117774,"O Administração pública, defesa e seguridade social",9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117774,"O Administração pública, defesa e seguridade social",46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117774,"O Administração pública, defesa e seguridade social",73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117788,P Educação,9504,Total
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117788,P Educação,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117788,P Educação,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117788,P Educação,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117810,Q Saúde humana e serviços sociais,9504,Total
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117810,Q Saúde humana e serviços sociais,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117810,Q Saúde humana e serviços sociais,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117810,Q Saúde humana e serviços sociais,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117838,"R Artes, cultura, esporte e recreação",9504,Total
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117838,"R Artes, cultura, esporte e recreação",9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117838,"R Artes, cultura, esporte e recreação",46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117838,"R Artes, cultura, esporte e recreação",73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117861,S Outras atividades de serviços,9504,Total
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117861,S Outras atividades de serviços,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117861,S Outras atividades de serviços,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117861,S Outras atividades de serviços,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117888,T Serviços domésticos,9504,Total
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117888,T Serviços domésticos,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117888,T Serviços domésticos,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117888,T Serviços domésticos,73113,50 ou mais pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117892,U Organismos internacionais e outras instituições extraterritoriais,9504,Total
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117892,U Organismos internacionais e outras instituições extraterritoriais,9502,1 a 9 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117892,U Organismos internacionais e outras instituições extraterritoriais,46281,10 a 49 pessoas
1,Brasil,,,...,1,Brasil,2020,2020,13239,Taxa de 5 anos de sobrevivência,117892,U Organismos internacionais e outras instituições extraterritoriais,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,337330,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117897,Total,9504,Total
1,Brasil,1020,Unidades,313749,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117897,Total,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,21374,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117897,Total,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,2207,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117897,Total,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,4159,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",9504,Total
1,Brasil,1020,Unidades,3660,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",9502,1 a 9 pessoas
1,Brasil,1020,Unidades,424,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",46281,10 a 49 pessoas
1,Brasil,1020,Unidades,75,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",73113,50 ou mais pessoas
1,Brasil,1020,Unidades,577,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,116880,B Indústrias extrativas,9504,Total
1,Brasil,1020,Unidades,502,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,116880,B Indústrias extrativas,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,64,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,116880,B Indústrias extrativas,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,11,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,116880,B Indústrias extrativas,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,30026,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,116910,C Indústrias de transformação,9504,Total
1,Brasil,1020,Unidades,26840,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,116910,C Indústrias de transformação,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,2903,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,116910,C Indústrias de transformação,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,283,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,116910,C Indústrias de transformação,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,177,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117296,D Eletricidade e gás,9504,Total
1,Brasil,1020,Unidades,145,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117296,D Eletricidade e gás,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,26,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117296,D Eletricidade e gás,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,6,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117296,D Eletricidade e gás,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,1262,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",9504,Total
1,Brasil,1020,Unidades,1120,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",9502,1 a 9 pessoas
1,Brasil,1020,Unidades,115,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",46281,10 a 49 pessoas
1,Brasil,1020,Unidades,27,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",73113,50 ou mais pessoas
1,Brasil,1020,Unidades,23737,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117329,F Construção,9504,Total
1,Brasil,1020,Unidades,20595,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117329,F Construção,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,2815,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117329,F Construção,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,327,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117329,F Construção,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,138321,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117363,G Comércio; reparação de veículos automotores e motocicletas,9504,Total
1,Brasil,1020,Unidades,132873,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117363,G Comércio; reparação de veículos automotores e motocicletas,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,5173,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117363,G Comércio; reparação de veículos automotores e motocicletas,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,275,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117363,G Comércio; reparação de veículos automotores e motocicletas,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,15246,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117484,"H Transporte, armazenagem e correio",9504,Total
1,Brasil,1020,Unidades,14029,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117484,"H Transporte, armazenagem e correio",9502,1 a 9 pessoas
1,Brasil,1020,Unidades,1055,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117484,"H Transporte, armazenagem e correio",46281,10 a 49 pessoas
1,Brasil,1020,Unidades,162,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117484,"H Transporte, armazenagem e correio",73113,50 ou mais pessoas
1,Brasil,1020,Unidades,28213,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117543,I Alojamento e alimentação,9504,Total
1,Brasil,1020,Unidades,25748,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117543,I Alojamento e alimentação,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,2358,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117543,I Alojamento e alimentação,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,107,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117543,I Alojamento e alimentação,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,6177,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117555,J Informação e comunicação,9504,Total
1,Brasil,1020,Unidades,5606,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117555,J Informação e comunicação,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,489,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117555,J Informação e comunicação,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,82,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117555,J Informação e comunicação,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,3920,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117608,"K Atividades financeiras, de seguros e serviços relacionados",9504,Total
1,Brasil,1020,Unidades,3657,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117608,"K Atividades financeiras, de seguros e serviços relacionados",9502,1 a 9 pessoas
1,Brasil,1020,Unidades,212,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117608,"K Atividades financeiras, de seguros e serviços relacionados",46281,10 a 49 pessoas
1,Brasil,1020,Unidades,51,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117608,"K Atividades financeiras, de seguros e serviços relacionados",73113,50 ou mais pessoas
1,Brasil,1020,Unidades,4956,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117666,L Atividades imobiliárias,9504,Total
1,Brasil,1020,Unidades,4771,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117666,L Atividades imobiliárias,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,169,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117666,L Atividades imobiliárias,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,16,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117666,L Atividades imobiliárias,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,20709,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117673,"M Atividades profissionais, científicas e técnicas",9504,Total
1,Brasil,1020,Unidades,19534,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117673,"M Atividades profissionais, científicas e técnicas",9502,1 a 9 pessoas
1,Brasil,1020,Unidades,1058,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117673,"M Atividades profissionais, científicas e técnicas",46281,10 a 49 pessoas
1,Brasil,1020,Unidades,117,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117673,"M Atividades profissionais, científicas e técnicas",73113,50 ou mais pessoas
1,Brasil,1020,Unidades,20500,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117714,N Atividades administrativas e serviços complementares,9504,Total
1,Brasil,1020,Unidades,17034,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117714,N Atividades administrativas e serviços complementares,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,2899,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117714,N Atividades administrativas e serviços complementares,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,567,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117714,N Atividades administrativas e serviços complementares,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,7,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117774,"O Administração pública, defesa e seguridade social",9504,Total
1,Brasil,1020,Unidades,5,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117774,"O Administração pública, defesa e seguridade social",9502,1 a 9 pessoas
1,Brasil,1020,Unidades,2,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117774,"O Administração pública, defesa e seguridade social",46281,10 a 49 pessoas
1,Brasil,1020,Unidades,-,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117774,"O Administração pública, defesa e seguridade social",73113,50 ou mais pessoas
1,Brasil,1020,Unidades,6402,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117788,P Educação,9504,Total
1,Brasil,1020,Unidades,5700,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117788,P Educação,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,652,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117788,P Educação,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,50,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117788,P Educação,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,20739,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117810,Q Saúde humana e serviços sociais,9504,Total
1,Brasil,1020,Unidades,20247,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117810,Q Saúde humana e serviços sociais,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,463,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117810,Q Saúde humana e serviços sociais,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,29,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117810,Q Saúde humana e serviços sociais,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,3713,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117838,"R Artes, cultura, esporte e recreação",9504,Total
1,Brasil,1020,Unidades,3460,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117838,"R Artes, cultura, esporte e recreação",9502,1 a 9 pessoas
1,Brasil,1020,Unidades,245,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117838,"R Artes, cultura, esporte e recreação",46281,10 a 49 pessoas
1,Brasil,1020,Unidades,8,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117838,"R Artes, cultura, esporte e recreação",73113,50 ou mais pessoas
1,Brasil,1020,Unidades,8489,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117861,S Outras atividades de serviços,9504,Total
1,Brasil,1020,Unidades,8223,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117861,S Outras atividades de serviços,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,252,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117861,S Outras atividades de serviços,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,14,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117861,S Outras atividades de serviços,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,-,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117888,T Serviços domésticos,9504,Total
1,Brasil,1020,Unidades,-,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117888,T Serviços domésticos,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,-,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117888,T Serviços domésticos,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,-,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117888,T Serviços domésticos,73113,50 ou mais pessoas
1,Brasil,1020,Unidades,-,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117892,U Organismos internacionais e outras instituições extraterritoriais,9504,Total
1,Brasil,1020,Unidades,-,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117892,U Organismos internacionais e outras instituições extraterritoriais,9502,1 a 9 pessoas
1,Brasil,1020,Unidades,-,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117892,U Organismos internacionais e outras instituições extraterritoriais,46281,10 a 49 pessoas
1,Brasil,1020,Unidades,-,1,Brasil,2021,2021,13234,Número de nascimentos de empresas empregadoras,117892,U Organismos internacionais e outras instituições extraterritoriais,73113,50 ou mais pessoas
1,Brasil,2,%,79.56956,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,117897,Total,9504,Total
1,Brasil,2,%,78.68169,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,117897,Total,9502,1 a 9 pessoas
1,Brasil,2,%,91.27912,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,117897,Total,46281,10 a 49 pessoas
1,Brasil,2,%,92.38786,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,117897,Total,73113,50 ou mais pessoas
1,Brasil,2,%,84.13080,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",9504,Total
1,Brasil,2,%,83.27869,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",9502,1 a 9 pessoas
1,Brasil,2,%,90.33019,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",46281,10 a 49 pessoas
1,Brasil,2,%,90.66667,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",73113,50 ou mais pessoas
1,Brasil,2,%,78.16291,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,116880,B Indústrias extrativas,9504,Total
1,Brasil,2,%,76.49402,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,116880,B Indústrias extrativas,9502,1 a 9 pessoas
1,Brasil,2,%,87.50000,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,116880,B Indústrias extrativas,46281,10 a 49 pessoas
1,Brasil,2,%,100.00000,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,116880,B Indústrias extrativas,73113,50 ou mais pessoas
1,Brasil,2,%,83.46100,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,116910,C Indústrias de transformação,9504,Total
1,Brasil,2,%,82.13115,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,116910,C Indústrias de transformação,9502,1 a 9 pessoas
1,Brasil,2,%,94.55735,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,116910,C Indústrias de transformação,46281,10 a 49 pessoas
1,Brasil,2,%,95.75972,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,116910,C Indústrias de transformação,73113,50 ou mais pessoas
1,Brasil,2,%,84.18079,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,117296,D Eletricidade e gás,9504,Total
1,Brasil,2,%,86.20690,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,117296,D Eletricidade e gás,9502,1 a 9 pessoas
1,Brasil,2,%,73.07692,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,117296,D Eletricidade e gás,46281,10 a 49 pessoas
1,Brasil,2,%,83.33333,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,117296,D Eletricidade e gás,73113,50 ou mais pessoas
1,Brasil,2,%,81.14105,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",9504,Total
1,Brasil,2,%,80.08929,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",9502,1 a 9 pessoas
1,Brasil,2,%,87.82609,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",46281,10 a 49 pessoas
1,Brasil,2,%,96.29630,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",73113,50 ou mais pessoas
1,Brasil,2,%,70.32481,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,117329,F Construção,9504,Total
1,Brasil,2,%,68.72542,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,117329,F Construção,9502,1 a 9 pessoas
1,Brasil,2,%,80.53286,1,Brasil,2021,2021,13235,Taxa de 1 ano de sobrevivência,117329,F Construção,46281,10 a 49 pessoas
